tweet,Positive,Negative,Neutral
icrawley i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god,0.087,0.293,0.62
idntwearcondoms watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that,0.067,0.476,0.457
ilgdaily and smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded,0.0,0.238,0.762
itrapwatermelon tweety bird tho ,0.0,0.0,1.0
irlfatty my pussy sweet like watermelon thotermelon,0.524,0.0,0.476
itscoleharmon when twitter rappers dm me their trash links ,0.0,0.0,1.0
jsadass loud bitches annoy me,0.0,0.694,0.306
jacaxeltlu eventually every bitch turns into that hoe  truuu,0.0,0.322,0.678
jaimescudi tonybthrz jaimescudi i swear if oomf try talking to me tomorrow  barackobama pussy,0.0,0.091,0.909
jamajam you bitches be pretending to be tf crazy you aint never lied,0.075,0.44,0.484
jasmyncyniquee whitethunduh k bye hoe um bye ,0.0,0.0,1.0
jayswaggkillah jackies a retard blondeproblems at least i can make a grilled cheese,0.0,0.274,0.726
 ima keep on giving these pussy ass niggas ah reason to hate ,0.12,0.48,0.4
jethromass photo  he is in sole heaven,0.355,0.0,0.645
jgabsss stacey dash won   baddest bitch evaaaa,0.296,0.304,0.4
juicyyyjayyyy side bitch sunday  ,0.0,0.559,0.441
 facts what baldheaded bitch made this shit  lmao ,0.239,0.454,0.307
kayreneeee fuck wit us and then we tweakin hoe shmurda,0.0,0.28,0.72
kazooook we actin like its the  day wesgodlaflare ,0.263,0.0,0.737
kikistfu ill break that lil bitch neck and wont even feel sorry about it savage,0.056,0.44,0.504
leikant this is so fucking hot scally sneakersex sockfetish sniff trainersex  love me some kinky scallies,0.219,0.0,0.781
likemicah yall dumb ass niggas be so pressed to have hoes yall weak as fuck as fuck weed over hoes oreos too,0.0,0.544,0.456
lildurk i can turn yo bitch into a eaterrrrrrrrr,0.0,0.388,0.612
lildurk i dont trust dese hoes nikki told  where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn,0.0,0.188,0.812
marackaf  aye yall ima tryout for the bowling team  tryouts passed tho no theres two more retard,0.0,0.282,0.718
 now u got what u want bitch  enjoy it  now this is a crazy party i would love to attend,0.413,0.225,0.362
metroadlib colored contacts in your eyesblinders on minecause i cant see you at all lmao,0.231,0.0,0.769
michellewestt facts poonsoaker only the dudes with hoes say they dont got  ,0.0,0.0,1.0
midywidey im rea start smacking bitches period  bluffin at its best,0.246,0.228,0.526
molssyo lifes a bitch and then you die thats why we get high cause you neva know when youre gonna go my sister is perfect ,0.114,0.238,0.648
molssyo one of us is on drugs and its me but youre still wrong  currieburry hahahahahahah im a bitch sometimes ,0.0,0.355,0.645
morgandaylee im feeling pretty fuckin ghetto smh,0.427,0.209,0.364
   dejaaleeann  swears im  man easily easily behind austin nip,0.5,0.0,0.5
obeyjrock this is a true ride or die bitch   what the fuck hahahahah,0.127,0.509,0.364
oldpicsarchive hgwells and charlie chaplin  history photography,0.0,0.0,1.0
ortizjaylene all i see is brunos bitch ass on my twitter now wtf brunos all that she sees drake voice,0.0,0.41,0.59
ozziegarza whitethunduh im about to cool faggot chill tf is cool nigga,0.256,0.244,0.5
ozziegarza whitethunduh im so sure bitch frfr tf,0.229,0.312,0.459
poppunksucks twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn fox etc are all keeping quiet,0.0,0.0,1.0
queendulaaa got a couple bitches saying they know me but  let the money talk for me  and im like wwyd,0.143,0.108,0.749
realfortes grudges are for weirdosand bitches,0.0,0.438,0.562
rhythmixx i told mariam to but cigarettes for her birthdayyou also called me trash rn,0.0,0.0,1.0
riananewman  brownies tonight what kind,0.459,0.0,0.541
 no text back i dont give a fuck ill text another bitch damn someone is hurt lol,0.284,0.431,0.285
ronaldiongi ummmmmm okay  you got hoes from left to right  do yah thang,0.137,0.0,0.863
royalswagg using ymxb to find the slope of that ass,0.0,0.28,0.72
rugbysocklad fit lads nice gear  these scally lads n trainers would get it,0.346,0.0,0.654
rugbysocklad hell yeah bro  fuck yeah sexy scally lad in hot gear,0.341,0.354,0.306
rugbysocklad helping out a mate  i love scally play fuck yeah,0.595,0.189,0.216
rugbysocklad lads being lads  fuck yeah i love scally lad action hot trainers too,0.322,0.176,0.503
savagetwotone next year bitches is gonna be like you gotta promise you wont expose me ,0.295,0.184,0.52
scallynikelad  so hot rt opcinjen lick it bitch  fuck yeah eat that trainer u dirty fucker,0.082,0.543,0.375
sierrabernia  yall think celebrity pussy different from the locals  yeah meghan goods is,0.155,0.0,0.845
sleepyyongguk i saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it  lmaoo,0.153,0.0,0.847
sniffsockslad need these sox  fuck yeah i love a kinky scally lad w rank sox and sneaks,0.306,0.167,0.526
 i dont ever expose females like that thats childish bitch nigga shiiii,0.233,0.354,0.413
socass  socass yassstrys new things with bestfriendbitch who do you love,0.296,0.0,0.704
socass dude remember this wop video   omg where did you find that,0.0,0.0,1.0
soxandjox thick raw fuck  damn his man pussy is getting a workout,0.0,0.408,0.592
soxdawg rawr rt skinrubberboi my sexy french scally i love him frenchscally  sexy scally woof woof,0.478,0.0,0.522
splurgb nothin in life is free some of you bitches need to write that on ya ,0.156,0.184,0.66
stephencdo currieburry if one of you bitches want some of my burrito u can catch me at potosino huh haha,0.178,0.161,0.661
talibanshawtyy niggas whole hoes out here cuz couldnt had said it ,0.0,0.194,0.806
theaveragerocks hardcore way to eat mac and  boil water  snort cheese  drink boiling water  fuck bitches,0.0,0.346,0.654
thebravebird yourenotmytype if my fade is perpetually fresher than yours thats a real ass bitch rite there,0.0,0.343,0.657
thejudyann annoying bitch that i love  judyanns so pretty,0.423,0.357,0.22
thotmouths lmao bitch got on some huggies,0.307,0.299,0.394
trestiffer hi bitch no bitchbye bitch ,0.0,0.766,0.234
trutherbot does he look like a bitch elcapacitor,0.221,0.336,0.442
whoiscoreyking chase money  not  hoes  ,0.0,0.0,1.0
whooligan cant stand a i dont know what i want ass nigga  bitch,0.0,0.549,0.451
wiganzlad markycrumb gmailshorts im on my way  love a chavhot sexy scally fucker,0.364,0.206,0.431
witmyrudeass these newly gay bitches dont kno how shit works,0.197,0.263,0.54
witmyrudeass when a bitch dont want a real job they just become strippers lol lol,0.285,0.256,0.459
 a meat in his feelinsi ainn n my feelings bitch,0.0,0.352,0.648
 i want snake bites  my industrial piercin amp a tattoodem hoe accessories dea ,0.115,0.0,0.885
worldtraveis baby albino   ,0.0,0.0,1.0
worldwarzee these hoes aint loyal,0.0,0.39,0.61
xoxoclauudia yassssss ordered chinese  bitch you just ate tacos you fat fuck,0.0,0.422,0.578
 i made that bitch lunch elizabethbatman bitches love lunch,0.249,0.456,0.296
a no brainerbut as soon as this bitch gets rich in political power her views will changepolitical whores ,0.132,0.392,0.476
a pussy a day keeps the devil away doperthanyola,0.0,0.423,0.577
aint that about a bitch what does that mean,0.305,0.0,0.695
all these bitches want a baby i dont want no children,0.335,0.291,0.373
and bitch you must be lost ,0.0,0.604,0.396
baby i like being on your left side no bitch you cant be there cuz the street on that side and twitter said i aint real if you do,0.077,0.185,0.738
bae sounds like such a ghetto word use something else,0.238,0.0,0.762
batter the wee cunt jewis y cos he fucked my ex emma isnt battering the girls ive nailedive moved onstop being a pussy n do it urself,0.0,0.257,0.743
bleed out hoe alexa,0.0,0.0,1.0
boolin in the bando wit a few bitches,0.0,0.394,0.606
brownies for my brownie i love this movie ,0.412,0.0,0.588
but i need a bad bitch thats hotter than me might be the realist shit partynextdoor ever said thats how i be feelin everyday,0.0,0.452,0.548
by the way we do punch bitches,0.0,0.394,0.606
caesar is home rt naewoodster   so much this bitch looks like lets start with ape ,0.123,0.238,0.639
chinese maverick we were communicating comrade  u know giving the imperialist yanks the birdie ,0.167,0.0,0.833
dad say hi to my snapchat dad  duces bitch ,0.0,0.322,0.678
do you believe these hoes are not in fact loyal i disagree with that i do believe they are in fact the loyalest bunchthese hoes,0.0,0.197,0.803
dont know no ugly bitches dont know no broke niggaskevingates,0.497,0.22,0.282
dont make me make you fall in live with a nigga like meee the birds  are my favorite songs by weeknd,0.234,0.0,0.766
dont worry about the nigga you see worry about the nigga you dont see dats da nigga fuckin yo bitch,0.188,0.148,0.664
dont you ever give my pussy away you keep it tight alright,0.154,0.0,0.846
dropped a stack cause bitch im  song called dopedownload the mixtape here ,0.0,0.275,0.725
dumb bitches do dumb things,0.0,0.84,0.16
eat the pussy like a real nigga hungry,0.294,0.0,0.706
eff it lets go after the cripple ,0.0,0.0,1.0
everything look better with a bitch next to it,0.228,0.299,0.472
facto shaunasayomi who cares if you a hoe when your ass looks like this ,0.289,0.184,0.526
for every bad bitch there is a nigga tired of fucking her,0.0,0.56,0.44
foreign chick no lie man that bitch beautiful,0.262,0.403,0.336
fresh nigga so you kno i need a clean bitch who kno im working cuz i wanna see my team rich ,0.326,0.144,0.53
fuck  i make my own rules suck my dragon balls bitch call me goku,0.0,0.505,0.495
generate ascii boxes with nodejs all i see is the ability to bring flappybird in node via ascii tubes and bird  ,0.108,0.0,0.892
get me that shit bitch you is fine bear,0.118,0.487,0.395
get your ass back to detroit ya fuckin wigger,0.0,0.304,0.696
girls that i dated its okay i aint mad yo unless you stabbed me in the heart no love hoe,0.325,0.19,0.485
how do you know my twitter password bitch please,0.176,0.29,0.534
have you seen my shows have you seen my hoes if i wasnt hot would they be so thick,0.0,0.0,1.0
he a bitch for hitting that hoe ,0.0,0.432,0.568
he married to a white woman lucky sumbitch  uncle ruckus,0.259,0.0,0.741
he wanna be my nigga but im just trinna be his savings account   omg imma funny ass bitch man but thats real shit ,0.102,0.394,0.504
her great grandmas a hoeher grandmas a hoeher moms and a hoe and shes a hoe its a long line of hoes grandpa carl everyone,0.177,0.0,0.823
hey go look at that video of the man that found the kidnapped girls in ohiowhat a nigger  shitmybosssays,0.0,0.202,0.798
hey pussy you still there,0.0,0.0,1.0
how about we draft all those gungho folks and send them to afghanistan or other war zones so they can show their ,0.0,0.157,0.843
how hotter than is it a bitch,0.0,0.432,0.568
how u talking to hoes bout bro n em why you talking to hoes bout bro n em,0.0,0.0,1.0
how you doing crazy bitch is hilarious,0.209,0.481,0.31
i know my shoes dirty as fuck whatever bitch you dont have to calllike negro one of the first things they look at is shoes dog,0.0,0.317,0.683
i am a thrill billywith a hillbilly heart billyraycyrus hahahahaha jesus murphy,0.238,0.0,0.762
i call him my bitch makennam,0.0,0.487,0.513
i cant handle no liquor but these bitches cant handle meeedd  chief sosa,0.086,0.319,0.595
i dont chase after dudes i chase after bitches  edgar bautista,0.0,0.328,0.672
i dont love these hoes baby its me and you forever,0.0,0.272,0.728
i dont even need a picture of tamar that bitch is beat in every ,0.0,0.257,0.743
i dont have hoes ,0.0,0.0,1.0
i found a new way to chug you have to open your mouth alot shitallysays,0.0,0.0,1.0
i fucking hate that bitch so much i wanna smack her in the face then tongue kiss her,0.117,0.338,0.545
i got a bitch set it off like jada picketqueen latifah you riding round with your nieces bitch you titi,0.1,0.303,0.598
i got a sister she told me stop calling women bitches,0.0,0.466,0.534
i guess this is the night bitches die stewie is that nigga,0.0,0.464,0.536
i had a bitch that had a bitch had the bitch eating halibut  iamyoungroc freshrhymes jerksquad slowstir,0.0,0.509,0.491
i have this ladyloveshes married but i still wanna bang hershe wont have sex with mewhat a bitch a troubadour probably,0.0,0.245,0.755
i heard you was looking for candy man bitch,0.0,0.352,0.648
i hope you dont get mad ladies i only call you bitches bitches bc i dont know your names individually katt williams letmicahdown,0.188,0.266,0.546
i just got a number  im a bitch boy,0.143,0.418,0.44
i know that shit eatin grin you either just fucked the girl of your dreams or you sold a car we know youre a faggot whatd you ,0.156,0.333,0.511
i only be with older men cause theyre more maturethat supposed to fool us bitch,0.0,0.358,0.642
i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand,0.328,0.195,0.478
i said i dont like it it tastes like wolf pussy what how do you even know what that tastes like,0.0,0.283,0.717
i taught myself how to eat pussy and cut my own hairi taught myself how to eat pussy  the movie ,0.0,0.104,0.896
i used to dress up like a cop toooh reallyyeahright after  pussyreallyyesill never forget,0.294,0.0,0.706
i went to jail for a flock amp came home wit a strike you went to jail as a bitch came home as a dike yg,0.0,0.218,0.782
i will fuck u where u stand u dizzy bitch two unique amp separate phrases i overheard a relative saying when i was younger,0.0,0.397,0.603
i woke up like thi bitch go back to bed,0.188,0.286,0.526
i would rather you call me bitch than sir my manager,0.0,0.297,0.703
ill beat on that pussy so hard,0.0,0.483,0.517
ill slit your throatneck ,0.0,0.483,0.517
im a funky ass honkey  jtimberlake s shout out to macklemore tonight before cabaret  ,0.0,0.329,0.671
im comparing kfc to the pussy ,0.0,0.0,1.0
im downloading you a new personality and ordering you a new face you bitch i love you goddamn it axl rose yelling at his sex robot,0.135,0.222,0.643
im feelin like malcolm in the middle these bitches surround me they cant miss em,0.199,0.197,0.605
im gonna piss on your dimple  stop wasting prayers on trash teams lol,0.144,0.392,0.464
im probably your main bitch chocolate dipped cinnamon apple,0.0,0.322,0.678
im sick of his shit man jonniesantana sit his bitch ass im fed up bro rt  geno threw yet another pick smh,0.0,0.493,0.507
im sorry i fucked yo bitch but she really dig a nigga kingl,0.0,0.439,0.561
ibs irritable bitch syndrome,0.0,0.775,0.225
if you love her then hide yo bitch so youll keep shortywizkhalifa,0.225,0.294,0.481
if you talk back to me you aint getting no pussyme ,0.159,0.0,0.841
